,text,label_f,label_h,label_s
921,yes boss main toh apki film dekne keliye kis tara se behtab ho rahi hu bata nehi sakti ,1,0,0
1439,buuma imdaura pulisa baata bata nota diliivara maina jeba gira vo saaikila chala raha,1,0,0
276,modi ji apne kaha tha ki assam se sab bangladesi jald hi jayenge par apne to unko dawat pe bulawa diya  jo naukile kata tar se assam ata he uske liye to apne volvo bus bhej diye apse hamko ye ummid nehi thi,0,0,0
1806,salman ji apka favorite gana konsa hai bajrangi bhaijan film ka,1,0,1
1593,supriima korta krisha kaaanuuna vibhinna paksha suna jamii sthita jaayaja le ke samita gathana kiya,0,0,1
592, onedroppoison saudi arab wale rules laao fr baat banegi  rape ki saja me bechara usse hi hath dho baithega,1,0,0
1578,plz come pavan kumar chaturvaidi,0,0,1
2460,comment padh ke thak chuka hu aa ja re bhai,0,0,1
2156,are maska kyu mar rhe sallu bhai rply dedo,1,0,1
2396,nhi aoge kya bhaijan,0,0,1
3253,pura mood kharab kar kiya hellll pehle se hi mood kharab tha abh phir i hate twitter,0,1,1
3706,terrorism tm log bandh kardo chutyon kashmir mai,1,0,1
1560,bhai eid mubarak advance koi que nahi puchne k liye tum jiyo hazaro saal allah bless you saal bhar saal,1,0,0
653,bhaarata chautha testa maicha bi ahama khilaada ke khela raha ravimdra jadeja jasapriita bumaraaha ashvina chota ke kaarana pada,0,0,1
796,agar hindu terrorism par aaya to bhagte firoge  ek aapsi rajnish ko hindu terror ka naam dene wale dr narang ke waqt kaha mar gaye the ye selective secularism nahi chalega,0,0,0
1896,itna intazaar o  ,0,0,1
840,buuma paaya vaayarala viidiya sauuda araba ke ala ahasa jaha adhikaara raaba paniira nashta raha the,1,0,1
3990,terrorism kon karta hay kashmir may abhi tak  lakh logu ko kiss nay mara chotay chotay bachu par pellet kis nay chalayay,0,0,1
1086,sir  i suggest my views about rape cases ladies ko chahiye ki woh apne pair se unki jananendriya ko damage kare voh bhagega,0,0,1
2096,hindutwaa bhagwaa terrorists ko bjp govt aur police ka support milta haiisliye wo musalmano ka murder kar rahe hai aur unko tirange me lipt,0,1,0
823,kutti tu jitana vikas ke khilaf likhege utana hi tere shitpa ko nafrat milegemujhe woh buri nhi latati tere jaise wahiyat fan ke wajah se  shilpa shitpa lagane lagicarry on more u will write bullshit more people will hate shitpa twitter par hi jeeta lena shitpa ko,1,0,0
14,sir apki fav kon hai iss seasn mai,1,0,1
1324,buuma paaya viidiya muula ruupa  asama ke amachamga vana kshetra vana bedakhala abhiyaana hai,1,0,1
649,dashing salman khan ,1,0,0
1333, yadavakhilesh  kya ye terrorism nahi hai ye konsa aaka hai pictwittercom awrmceahwc,1,0,1
3032,radhika medan sirf salman ko chod kr baki sab call krnge tmhe     ,0,0,0
2866,dohti walay terrorist nahi hotay  sirf rape kertay hai,1,0,0
958,wise tu boli nai ki hai kaha se,1,0,1
303,bewakoof banakar khaayi me fek dete hai use gaali dete hai use judge karte hai use hate karte hai toh woh bacha bohat sadme me din,1,0,1
2805,mja aa gya bhai chat krk,1,0,1
1447,krisha kaaanuuna ke virodha kisaana aamdolana jaara kya kisaana kaaanuuna maamga kaisa tuuta sarakaara kisaana ke gatirodha,0,0,0
4258,me kitnay bhi khi waalo se mila hu they hate ah and farooq sattar etc,0,0,0
3554,hi sallu bro,1,0,1
4062,ik wo larki hey  jis ka pehlay villain rape kerta hey  phir police wala  phir judge aur phir us ka business chal parta hey,0,1,1
4121,gware pep aka thulwa ke koloi i hate him,1,1,0
1341,ya rajesh khanna ka koyi murder thriller hai,0,0,0
4002,rape tm log rukwa ni sakte,0,1,0
628, sushmaswaraj madam aaj meri bahan ka rape kya gaya ha wo  saal ki mentally and physically challenged hai  mujhe aap ke mdt ki jarurat,0,0,0
1158,abe chutiye kabhi namaz bhi pad liya kar,1,0,0
656,kariiba chaara laa yaada baara sheyara kiya viidiya daava kiya gaya moda  ke chunaava jiita paakistaana,1,0,0
3376,bhaijaan yeh msg   apke muslim brothers ho ghuma rahe hai apko badnam karne ke liye,1,0,0
365,soshala miidiya kashmiira aaaada le nyuu pepara klipa dilla ke mukhyamamtra ke naama raha vaayarala,1,0,0
1995,bhai jaan kidhar ho aap,0,0,1
1009,haan duniya bhar ka hate hai   dramebaaz_ani,0,0,0
2268,bhaijan kese ho,1,0,1
446,vitta mamtra nirmala siitaaramana aatmanirbhara bhaarata paikeja tiisara kaista ghoshana,0,0,1
711,u might wanna die coz porki cant even get well porki pana aur terrorism tumhare core mein hai tum log har jaga innocent ko kill kar rahe ho so plz marjaao aur apne abu ko bhi mardo take aur dhadewali na peda kare,1,1,0
1706,kya bhai aapka ye movie bahubali record tod paey,1,0,1
3853,bjp  se nafrat modi se nafrat thik hailekin apni bjp modi se nafrat ko desh se nafrat me na hone docongress to dube gi  desh ko dubaoge,0,0,1
856,mjh say bat karo na sweeeto  ber bus  ber,1,0,1
416,sarkar ko dub marna chahiye ki iss umar mein unhe kaam karna padta hai,1,0,0
3360,tou aap logon ney aaj keh rape keh baad ganduistan kuin naee rakh liyaa  wouu bhi tou marwaane mein aap log maahir hain,1,0,0
3829,behen ki loudi tumhare me to legal rape krte h bhai behen ka chutiya,0,0,1
1741,inbox ma bat karo sallu,0,0,1
3218,lakhoon k hisab say rape hote hain india main apni ma say pochna tu bhi kisi rapist ki aulaad tou nahi,0,1,0
3242,me bhi ik actor hi hon song and drama se retkio ki ghaziabad ho islia miss karonga dilhi hota to zaror dekhta thanks,1,0,1
2948,mard suwaro jaisa yea kutia jaisa bachhe paida nehin karya tumsab aur suwar mein koi fark nehin   aj pura dunia hate karta hain  aj rahul jaisa ek mulla patost bhi janeu lekar nikal pada hain  sudhar ja nehin to shambhulala ajyega,1,1,0
4534,kise n hate nhi kiye,0,0,1
178,uttaraakhamda ke tihara jaila rauta bela naama gaamva paniira vileja ke naama mashahuura gaamva sabha parivaara paniira bana kaama dekha viidiya,0,0,0
808,agar no hate guru gobind singh ,0,0,0
1475,aap mulla mulayam ka rape per bayan bhul gaye,1,0,1
109,buuma paaya muula tasviira saala  amita shaaha pradhaanamamtra naremdra moda badha de raha the,1,0,0
669,salman ji aapse apni life me ek baar jaru milna chate hai aapse baat karna chate hai jo aap logo ki help karte ho uske liye thank yu so much aapko meri bhi umar lag jaye,1,0,0
2742,i am anti prakash rai no prakash raj because i hate himhis attitude https  twittercom ndtv status ,0,1,0
1473,buuma paaya vaayarala viidiya puraskaara paa vaala mahila haidaraabaada balaatkaara piidai naha,1,0,0
2374,i hate sunil groverkoi agar mujhe free me v unko milne ke liye bulayee na main thukne v nahi jawungehe hurt me,0,1,0
1086,samyukta raashtra bhaarata kada tippana bhaarata kaha samyukta raashtra suraksha parishada kharaaba chuka amga bana gaya,0,0,1
2803,ashu bhaiyya ye kya ho raha hai shilpa ki pr jake vikas ko support  i hate this triparna,0,1,0
3165,jitne rape cases hue sab rapists ko phansi do phir dekho india me kese hamari maa bahen safe hoti hen #zulmkekhilaf,0,0,0
872,kiski party bewakoof badtameez,1,1,0
3157,bhai hume lift hi ni detehum to larki nii ha na yarr,1,0,0
2614,bhai kuch kaam se busy honge wo jarur aayenge,1,0,1
1525,sab log teyar ho jaye bhai jaan aa rahe he  ,0,0,1
1813,saloo bhai plz pak ajao m india nhi aa sakhta d,0,0,1
416,daava kiya raha karnaataka ke hubala ismaaila naama ke muslima yuvaka hinda mahila aasha hatya dii,1,1,0
1424,ekdum lapak lia bhai ap de or hum na le,0,0,1
2097,india me to  baj gye agar aap london betha h to pta nhi,1,0,1
275,people are more important than their mistakes nafrat karna nahi aata hota hi nahi yaar aur apno se toh bilkul nahi,0,0,0
4478,han naam khraab na ho  kaam kharab karo rape karo  rishwat lo  dalali kar k desh se bhaag jao kalamad  sahara   adani ki randi ban k pak jao,0,0,1
533,me delhi se hu aapke security gourd se kaha na usne milne diya or n aaptak msg pahuchaya plz meet me,0,0,1
4293,kaash tm meri hoti  bht khush rkhta  har nakhra uthata  but u hate me  ab ap kon  http  laskfm igoto dkecnvddaupyiqockdtzaarwxijcsjfiatajkqfzemcsrkopqeajizwtkfaunayppskntbauyoadfkycascgmxgwidkplqsvkbsdzskqyhqztgxkgjsnbwtlkbsletlhvkqkuudlfouvqhxfrpxgtiukeoqfu,0,0,0
3020,mujhe laga tumhara rape to nahi ho gaya,1,0,1
4304,wajah tum ho  hate story ,1,0,0
630,bhaarata hara saala laakha loga vaaya praduushana vajaha akaala mauta shikaara raha,0,0,1
1912,hii bhaijaanab intjaar ni ho rha hapse baat karni h,0,0,1
3806,hmmmmm vai set kar diye bohut achha lag raha hai,1,0,1
3082,aree maine dekha h varia fans shraddhu ko hate karte h aur varshra fans alia ko isliye,1,0,1
4191,yaar main bhi use hate karti hun par gaaliyan dena to uske ghatya fans ka kaam hai please  please lopa ke liye gali no,0,0,0
426,the logical indian kuch bhi likhte ho  ek bar soch bhi liya kro likhne se pehle,1,0,0
1337,bhaarata tanaava ke chii raashtrapata shii jinapimga tainaata shakta apa paasa le lii,0,0,1
3444,bhai mein aur hamara kolkata ke sabhe log appka film zarur dekhaga,0,0,1
3321,but i hate your fatichar krishna tohmain sikhunga nahin usko dekhnawoh ek hi ched ki badiya ho rahi ,1,1,0
3203,tere yaha to rape normal hai isliye report nahi karte jitne pak ne run banaye usse jyada log roj marte hai bomb blast me uspe ro sale ,1,0,0
3642,terrorist sub nai ko bolo q ap log nafrat pahla chate ho tum jeso ki waja se desh ka badnam karte ho,1,1,0
3824,ya allah hitler jesa hukmaran de sdo thatta ko sharm nai roz jamah masjid ki light kharab hoti he or ye log ac room se nikulte tuk nai inko,1,0,0
1177,amerika bhaaratiiya muula ke prasiddha lekhaka buddhijiiva phariida jakariya khaaasa baatachiita biibiisa samvaadada jaubaira ahamada,0,0,0
2432,salman bahi uar best,1,0,0
1354,vaayarala mesaija daava kiya gaya deshavyaapa lka daauna saha dhamga paalana naha kiya vajaha emapa sarakaara,1,0,0
1364,if there  is one  hate filled rabied dog still barking is sharma jootey saaf karo rahul ke sharma ji tumhari aukat hi itni hai,1,1,0
1997,achha bo rabish k bhai pande ji ko rape case me ander daal diya ya bhai ji ki jaat puchkar case ltka diya,0,0,1
4139,jab hitler bhi calender bana ke na bach paaya to ye feku kya chiz hai bas suspense ye hai iska end kaisa honga pictwittercom avnqfghd,1,0,1
724,salman khan bet hiro mai yuske sath pkchr me ka krna chta hu,1,0,1
1363,hi salman bhai kisa hai,1,0,1
2762,kya kyu sb ko pareshan kar rhe ho sb aap ke pichh le  gante se with kar rhe he,1,0,1
3742,lagta hai pakistaniyun ne rape kiya hua hai tera tabhi itna jalty ho,0,0,0
4250,apni hee sabha ki tasveer dil hate ho,1,0,0
719,enaaaiie ke anusaara chaapa alagaavavaada charamapamtha gatividha madada ke dhana juta ke samdeha maara padha ke akhabaara bada khabara,0,0,1
66,kya baat hai g,1,0,1
2878,dekhna friends salman bhai zaror reply kary ga late hi sahi,0,0,0
564,buuma paaya adaakaara ursula aamdresa tasviira jemsa baamda shrrimkhala pahala ilma d no ke seta lii gaya,1,0,0
1215,aap pehle dilli ka khyal rakhen phir dusron ki baat karen rape capital ban gaya dilli kab sudharega,0,1,0
163,tum logo ko dete hunge paise tum logo ko humare mulk k baato me kyu itna interest hai ohh samajh gaya  tum logo k mulk me ab kuch baat karne reh he nahi gaya hoga sab kuch terrorism se he shuru aur nahi khatm,0,0,0
1807,gau hatya  beef exports  kashmiriyat ke naam par haivaniyat  bengal kerala mein hindu ki hatya  rape aur loot  kahan tak sahega hindu,0,0,0
793,salmaan khan bollywood rss or bjp ka naya kutta,0,0,0
1932, toe hogaya na sir,0,0,1
523,bibi ko hate pasand hai,1,0,1
3054, pmoindia sir mujhe roj news me womens rape ki khabar milte hai eske liya kuch sakhat rules aur banana nahi chayiya hum log bhi safe ho jai,0,0,1
2747,sanghis will rape bharath mata ,0,0,1
3390,apnay pita jee kulbhushan ko yaad rakhain jis nay yahan hazaron pakistanion ko mara to terrorism ap kerwaty hain yahan ankhain kholo apni,1,0,1
811,salman bai agar ap ya coments par ra han to plz ans b dan ap kasy han aur rozay kasy guzar raha han,1,0,1
1807,selpha ke apa jiivana kya daamva laga loga aisa socha kaisa roka saka,0,0,1
565,r tviitara akaaumta ke jhaamsa aaya cnbctv abhijiita banarja ke naama pheka tvitara akaaumta maa asala,1,0,0
2834,aisay ha bhaiya bajrangi,0,0,1
355,modiji hamari ek gujaris hain ke hum ek sangsthan khulna chahati hain ke nij nij elakaomain sari lokoko help karna or iske liye help ki proyjon hain,0,0,1
1058,bhai mujhe aapke sath acting karni hai main bhai aapke ghar ka kaam bhi kar doonga bhai mujhko mumbai le chalo bhai bhai plz bhai,1,0,1
2603,bhai chill marrdance hi kiya hai    rape nai,1,0,1
923,ye maa beti hamesha he ishwari ko bachate he aur khud he phas hate he #krpkab #kuchrangpyarkeaisebhi  mamtaypatnaik  iamejf  shaheer_shttps  twittercom teamtheupdates status ,0,1,1
2573,after that i hate him now n ek baat priyank ne bilkul sahi boli bb mein koi jyada pretend nahi kar sakta jaise ki priyank vo kaisa ghatiya ladka hai ye usne bb mein dikha diya,1,1,0
559,aur wo achi ladki hai,1,0,0
3443,are yar to to me ghar aawunga bhai biryani khane aa sakta hu na bhai,1,0,1
1316,hilo kiya aap happy ho,1,0,1
3153,hajaise bijnor rape kaand wale ko hui hai usi traha,1,0,0
1327,inshallah bhai bajrangi bhaijaan will hit,0,0,0
1949,buuma paaya viidiya klipa allaahahuuakabara aavaaja jo gaya,1,0,0
294,aur trust kabhi na kabhi aise waise tut jata h,1,0,0
1055,varsha  viidiya yuupa uttaraakhamda ke puurva mukhyamamtra enada tivaara ke amtima samskaara ke yoga aadityanaatha,1,1,0
4176,me sach bolti hu maano we hate winters d,0,1,0
2456,abi bhai ko pir behja ha apko kch snds karna k lia pata nhe apka adress tek nhe pata mja,1,0,1
4571, navinspeaks  rohan  lokeshkumari  nitibhakaul  dekho rohan ki popularity usse ke liye mai tumhe hate kar rahi hu keyoki i love rohan,0,0,0
1589,delhi ka malik hai na goa aur punjab walo ne rape karke bheja hai varanasi se to nanga hokar aaya tha isko sambhalo nahi to gang rape,1,0,0
103,modi ji apne ye to kaha diya ki jo saksham hai vo subsiti na le main sahamat hoo per please ek bar himmat juta ker bol dijiye jo saksham hai vo arakshan na le,0,0,0
2579,rajestan police ke ye jankari di hai ki sanbhu suvar khud apni bhahen ka rape karta tha,0,0,0
235, disambara soniya gaamdha janmadina tvitara soshala miidiya unaka kaapha charcha raha padha vishesha lekha,0,0,1
3309,kutte to tum hotum jaise log terrorism ke alawa kuch ni jante shame on pakistan,1,1,0
314,i hate cigeratte lekin kbhi kbhar dil chahta hai k pe he lu,0,1,0
3118,hiiiiiii salman sir,1,0,1
1309,gayatri prajapati jis pr rape ka aarop h ussi ka chunav prachar kr rhe the waise toh stage pr baithne ni dete pr,0,1,1
1847,amerika ke nava nirvaachita raashtrapata baaidana baara kaha unaka puurvaja kabha iista imdiya kapam kaptaana,0,0,0
92,buuma pataala paaya tasviira daraasala sarakaara niita ke ilaa pradarshana jisaka dvaara siitaaraama yechura brimda,1,0,0
2598,dsir kya mujh gareeb ko aik reply melay ga plz ,1,0,1
2286,star logon ke nakhre yaho hote hai abhi inka  nahi baja,1,0,1
3814,its just a name there is no help haathi ke daant khane ke aur dikhane ke aur #hate #flipkart,1,0,0
2130,agar tum use support nahi karoge to tumhari nottanki dukan kaise chalege na i hate liberals muslims sharm kar allah ne mus bn,0,1,0
1786,bata to  baar tumahara rape kiya hai wo bhi anal,1,0,0
2610,bhai mujhe aapki film bajrangi bhaijaan ke gaane bhaut pasand  aye,1,0,0
1096,bhai tumhara ghar or ghar ke share log islaam ke naam par kaala dhappa ho islaam se judi koi bat nahi he tumain,1,0,0
907,ye to janab kehte hai ke bena musalmano ke film hit karwakar dekhai ge,1,0,1
3695,lol haramzady apnay tu musalmano ko zalil kya allah apko hidayet karay ameen,1,0,0
2023, sardanarohit  zeenews riya delhi main uska murder hua hai uske headline jaise zunaid ki banayi thi kyon nahi banti kyo who hindu thi,1,0,0
4017,agar aap thodi si bhi padhi likhi ho toh google karo rape statistics wiki me jao aur dekho rape ration kiska kitna jyada hain fir baat karna,0,0,0
843,kutta raju shriwastaw i hate that admi mene bhi dekha aaj kitna begerat admi hai zara sharam nhi ise comedy kehte hai kya kutta,0,1,0
118,har har modi ghar ghar modi modi ji aap cha gye congresiyo ke pet me dard ho raha hai apki yattra dekh ke,0,0,0
1125,bhaarata ke pramukha janarala emaema naravana kaha paakistaana chiina mila bhaarata ke khatara paida saka,0,0,1
1133,krisha kaanuuna virodha raha kisaana hamgaama hariyaana ke mukhyamamtra raila radda,0,0,0
1304,buuma paaya garbhava mahila tasviira otoshpda kaithariina brija kaalpanika,1,0,0
2628,i hate shanghai na talaga,0,1,1
1781,paakistaana chapa vaala urda ke akhabaara kya charcha padha urda akhabaara saptaaha kya raha charcha,0,0,1
498,bhati sab ek foji ne asma jahngir ki sath rape kia tha air ek bacha hoa so adalat gye insaf ni mila tu ab wo media ko be na bteye had ha  https  twittercom arifhameed status ,0,0,0
1289,buuma mumbaii pulisa samparka kiya pata chala mudda saampradaayika kona naha,1,0,0
2983,bai  g  kab  aooo  ge online,0,0,0
1087,tarek fatah jise kamine ensan ko keon national media etna highlight karta hai yeh desh men anarchy aur nafrat phailana chah raha hai https  twittercom shehzad_ind status ,0,1,0
4016,humara soldiers ka ,1,0,0
1368,assala muwalekum vhai zahan,1,0,1
2279,kapil mishra tumhari party ki aukat dikha chukekumar vishwas bhi saap saabit ho chuke hkejriwal p aarop abhi hate nhi hsisodia ji delhi ki arthvyavastha sambhali nhi ja rhe desh mein kapil delhi bhi aatatum bhi aaj apne aukat apne baat se zahir kar diyeanti pm https  twittercom msisodia status ,0,0,0
2154,sir  we love kashmir and kashmirisi am no warmongerkhoon dekhkar to ulti aati haipar unko chahiye kyakya bigada hai humne,0,0,0
2746,plz javab degey na,0,0,1
2626,netanyahu is also against terrorismhe is saving his country ,0,0,0
1784,aap ye btaie ki aap lucknow kyu nhi ate hai,1,0,1
2339,agar koi solon tak acche kaam kare aur last me kisi ladki ka rape kare to uske bure karmo ko bhula dena chahiye kya yahi sikhati ti humari sanskruti,0,0,0
